Section,Element,Category,Property,Value
"Variant 2","Watch on your favourite devices. anytime, anywhere.","Typography","content","Watch on your favourite devices. anytime, anywhere."
"Variant 2","Watch on your favourite devices. anytime, anywhere.","Typography","fontFamily","DAZN Oscine"
"Variant 2","Watch on your favourite devices. anytime, anywhere.","Typography","fontSize","26px"
"Variant 2","Watch on your favourite devices. anytime, anywhere.","Typography","fontWeight","700"
"Variant 2","Watch on your favourite devices. anytime, anywhere.","Typography","lineHeight","32.5px"
"Variant 2","Watch on your favourite devices. anytime, anywhere.","Typography","letterSpacing","0"
"Variant 2","Watch on your favourite devices. anytime, anywhere.","Typography","textAlign","CENTER"
"Variant 2","Watch on your favourite devices. anytime, anywhere.","Typography","color","#f9fafa"
"Variant 2","Catch up on the latest and greatest","Typography","content","Wherever you want to watch the match, we've got you covered. Connect on your mobile, a Smart TV, or another device like a Chromecast, PlayStation, Xbox and more. Check out our full list of supported devices."
"Variant 2","Catch up on the latest and greatest","Typography","fontFamily","DAZN Oscine"
"Variant 2","Catch up on the latest and greatest","Typography","fontSize","16px"
"Variant 2","Catch up on the latest and greatest","Typography","fontWeight","400"
"Variant 2","Catch up on the latest and greatest","Typography","lineHeight","24.799999237060547px"
"Variant 2","Catch up on the latest and greatest","Typography","letterSpacing","0"
"Variant 2","Catch up on the latest and greatest","Typography","textAlign","CENTER"
"Variant 2","Catch up on the latest and greatest","Typography","color","#ced0d2"
"Variant 2","Hero title","Typography","content","Frequently asked questions"
"Variant 2","Hero title","Typography","fontFamily","DAZN Oscine"
"Variant 2","Hero title","Typography","fontSize","20px"
"Variant 2","Hero title","Typography","fontWeight","700"
"Variant 2","Hero title","Typography","lineHeight","26.400001525878906px"
"Variant 2","Hero title","Typography","letterSpacing","0"
"Variant 2","Hero title","Typography","textAlign","CENTER"
"Variant 2","Hero title","Typography","color","#f9fafa"
"Variant 2","Marketing rail","Typography","content","PGA Tour"
"Variant 2","Marketing rail","Typography","fontFamily","DAZN Oscine"
"Variant 2","Marketing rail","Typography","fontSize","15.810344696044922px"
"Variant 2","Marketing rail","Typography","fontWeight","700"
"Variant 2","Marketing rail","Typography","lineHeight","18.559968948364258px"
"Variant 2","Marketing rail","Typography","letterSpacing","-0.6324137878417969"
"Variant 2","Marketing rail","Typography","textAlign","CENTER"
"Variant 2","Marketing rail","Typography","color","#0c161c"
"Variant 2","What is FIFA Club World Cup?","Typography","content","What is FIFA Club World Cup?"
"Variant 2","What is FIFA Club World Cup?","Typography","fontFamily","DAZN Oscine"
"Variant 2","What is FIFA Club World Cup?","Typography","fontSize","16px"
"Variant 2","What is FIFA Club World Cup?","Typography","fontWeight","700"
"Variant 2","What is FIFA Club World Cup?","Typography","lineHeight","24.799999237060547px"
"Variant 2","What is FIFA Club World Cup?","Typography","letterSpacing","0"
"Variant 2","What is FIFA Club World Cup?","Typography","textAlign","LEFT"
"Variant 2","What is FIFA Club World Cup?","Typography","color","#f9fafa"
"Variant 2","What other sports can I watch on DAZN","Typography","content","What other sports can I watch on DAZN"
"Variant 2","What other sports can I watch on DAZN","Typography","fontFamily","DAZN Oscine"
"Variant 2","What other sports can I watch on DAZN","Typography","fontSize","16px"
"Variant 2","What other sports can I watch on DAZN","Typography","fontWeight","700"
"Variant 2","What other sports can I watch on DAZN","Typography","lineHeight","24.799999237060547px"
"Variant 2","What other sports can I watch on DAZN","Typography","letterSpacing","0"
"Variant 2","What other sports can I watch on DAZN","Typography","textAlign","LEFT"
"Variant 2","What other sports can I watch on DAZN","Typography","color","#f9fafa"
"Variant 2","How to watch FIFA Club World Cup?","Typography","content","How to watch FIFA Club World Cup?"
"Variant 2","How to watch FIFA Club World Cup?","Typography","fontFamily","DAZN Oscine"
"Variant 2","How to watch FIFA Club World Cup?","Typography","fontSize","16px"
"Variant 2","How to watch FIFA Club World Cup?","Typography","fontWeight","700"
"Variant 2","How to watch FIFA Club World Cup?","Typography","lineHeight","24.799999237060547px"
"Variant 2","How to watch FIFA Club World Cup?","Typography","letterSpacing","0"
"Variant 2","How to watch FIFA Club World Cup?","Typography","textAlign","LEFT"
"Variant 2","How to watch FIFA Club World Cup?","Typography","color","#f9fafa"
"Variant 2","Where can I watch?","Typography","content","Where can I watch?"
"Variant 2","Where can I watch?","Typography","fontFamily","DAZN Oscine"
"Variant 2","Where can I watch?","Typography","fontSize","16px"
"Variant 2","Where can I watch?","Typography","fontWeight","700"
"Variant 2","Where can I watch?","Typography","lineHeight","24.799999237060547px"
"Variant 2","Where can I watch?","Typography","letterSpacing","0"
"Variant 2","Where can I watch?","Typography","textAlign","LEFT"
"Variant 2","Where can I watch?","Typography","color","#f9fafa"
"Variant 2","How to sign up?","Typography","content","How to sign up?"
"Variant 2","How to sign up?","Typography","fontFamily","DAZN Oscine"
"Variant 2","How to sign up?","Typography","fontSize","16px"
"Variant 2","How to sign up?","Typography","fontWeight","700"
"Variant 2","How to sign up?","Typography","lineHeight","24.799999237060547px"
"Variant 2","How to sign up?","Typography","letterSpacing","0"
"Variant 2","How to sign up?","Typography","textAlign","LEFT"
"Variant 2","How to sign up?","Typography","color","#f9fafa"
"Variant 2","español","Typography","content","español"
"Variant 2","español","Typography","fontFamily","DAZN Oscine"
"Variant 2","español","Typography","fontSize","14px"
"Variant 2","español","Typography","fontWeight","700"
"Variant 2","español","Typography","lineHeight","18.031999588012695px"
"Variant 2","español","Typography","letterSpacing","0"
"Variant 2","español","Typography","textAlign","LEFT"
"Variant 2","español","Typography","color","#f9fafa"
"Variant 2","Français","Typography","content","Français"
"Variant 2","Français","Typography","fontFamily","DAZN Oscine"
"Variant 2","Français","Typography","fontSize","14px"
"Variant 2","Français","Typography","fontWeight","700"
"Variant 2","Français","Typography","lineHeight","18.031999588012695px"
"Variant 2","Français","Typography","letterSpacing","0"
"Variant 2","Français","Typography","textAlign","LEFT"
"Variant 2","Français","Typography","color","#f9fafa"
"Variant 2","Help","Typography","content","Help"
"Variant 2","Help","Typography","fontFamily","DAZN Oscine"
"Variant 2","Help","Typography","fontSize","14px"
"Variant 2","Help","Typography","fontWeight","700"
"Variant 2","Help","Typography","lineHeight","18.031999588012695px"
"Variant 2","Help","Typography","letterSpacing","0"
"Variant 2","Help","Typography","textAlign","LEFT"
"Variant 2","Help","Typography","color","#f9fafa"
"Variant 2","privacy policy and cookie notice","Typography","content","privacy policy and cookie notice"
"Variant 2","privacy policy and cookie notice","Typography","fontFamily","DAZN Oscine"
"Variant 2","privacy policy and cookie notice","Typography","fontSize","14px"
"Variant 2","privacy policy and cookie notice","Typography","fontWeight","700"
"Variant 2","privacy policy and cookie notice","Typography","lineHeight","18.031999588012695px"
"Variant 2","privacy policy and cookie notice","Typography","letterSpacing","0"
"Variant 2","privacy policy and cookie notice","Typography","textAlign","LEFT"
"Variant 2","privacy policy and cookie notice","Typography","color","#f9fafa"
"Variant 2","Terms of use","Typography","content","Terms of use"
"Variant 2","Terms of use","Typography","fontFamily","DAZN Oscine"
"Variant 2","Terms of use","Typography","fontSize","14px"
"Variant 2","Terms of use","Typography","fontWeight","700"
"Variant 2","Terms of use","Typography","lineHeight","18.031999588012695px"
"Variant 2","Terms of use","Typography","letterSpacing","0"
"Variant 2","Terms of use","Typography","textAlign","LEFT"
"Variant 2","Terms of use","Typography","color","#f9fafa"
"Variant 2","Redeem","Typography","content","Redeem"
"Variant 2","Redeem","Typography","fontFamily","DAZN Oscine"
"Variant 2","Redeem","Typography","fontSize","14px"
"Variant 2","Redeem","Typography","fontWeight","700"
"Variant 2","Redeem","Typography","lineHeight","18.031999588012695px"
"Variant 2","Redeem","Typography","letterSpacing","0"
"Variant 2","Redeem","Typography","textAlign","LEFT"
"Variant 2","Redeem","Typography","color","#f9fafa"
"Variant 2","Dazn for business","Typography","content","Dazn for business"
"Variant 2","Dazn for business","Typography","fontFamily","DAZN Oscine"
"Variant 2","Dazn for business","Typography","fontSize","14px"
"Variant 2","Dazn for business","Typography","fontWeight","700"
"Variant 2","Dazn for business","Typography","lineHeight","18.031999588012695px"
"Variant 2","Dazn for business","Typography","letterSpacing","0"
"Variant 2","Dazn for business","Typography","textAlign","LEFT"
"Variant 2","Dazn for business","Typography","color","#f9fafa"
"Variant 2","DAZNTM","Typography","content","DAZNTM"
"Variant 2","DAZNTM","Typography","fontFamily","DAZN Oscine"
"Variant 2","DAZNTM","Typography","fontSize","14px"
"Variant 2","DAZNTM","Typography","fontWeight","700"
"Variant 2","DAZNTM","Typography","lineHeight","18.031999588012695px"
"Variant 2","DAZNTM","Typography","letterSpacing","0"
"Variant 2","DAZNTM","Typography","textAlign","LEFT"
"Variant 2","DAZNTM","Typography","color","#f9fafa"
"Variant 2","Status bar","Spacing","paddingTop","16px"
"Variant 2","Status bar","Spacing","paddingBottom","16px"
"Variant 2","Status bar","Spacing","paddingLeft","16px"
"Variant 2","Status bar","Spacing","paddingRight","16px"
"Variant 2","Status bar","Spacing","gap","10px"
"Variant 2","Status bar","Spacing","borderRadius","0px"
"Variant 2","Status bar","Spacing","width","375"
"Variant 2","Status bar","Spacing","height","50"
"Variant 2","Content slot","Spacing","paddingTop","16px"
"Variant 2","Content slot","Spacing","paddingBottom","16px"
"Variant 2","Content slot","Spacing","paddingLeft","16px"
"Variant 2","Content slot","Spacing","paddingRight","16px"
"Variant 2","Content slot","Spacing","gap","10px"
"Variant 2","Content slot","Spacing","borderRadius","0px"
"Variant 2","Content slot","Spacing","width","376"
"Variant 2","Content slot","Spacing","height","326"
"Variant 2","Labels","Spacing","paddingTop","8px"
"Variant 2","Labels","Spacing","paddingBottom","8px"
"Variant 2","Labels","Spacing","paddingLeft","0px"
"Variant 2","Labels","Spacing","paddingRight","0px"
"Variant 2","Labels","Spacing","gap","8px"
"Variant 2","Labels","Spacing","borderRadius","0px"
"Variant 2","Labels","Spacing","width","344"
"Variant 2","Labels","Spacing","height","40"
"Variant 2",".hero-label","Spacing","paddingTop","4px"
"Variant 2",".hero-label","Spacing","paddingBottom","4px"
"Variant 2",".hero-label","Spacing","paddingLeft","8px"
"Variant 2",".hero-label","Spacing","paddingRight","8px"
"Variant 2",".hero-label","Spacing","gap","4px"
"Variant 2",".hero-label","Spacing","borderRadius","4px"
"Variant 2",".hero-label","Spacing","width","97"
"Variant 2",".hero-label","Spacing","height","24"
"Variant 2","Frame 2147227858","Spacing","paddingTop","12px"
"Variant 2","Frame 2147227858","Spacing","paddingBottom","12px"
"Variant 2","Frame 2147227858","Spacing","paddingLeft","2px"
"Variant 2","Frame 2147227858","Spacing","paddingRight","2px"
"Variant 2","Frame 2147227858","Spacing","gap","6px"
"Variant 2","Frame 2147227858","Spacing","borderRadius","0px"
"Variant 2","Frame 2147227858","Spacing","width","276"
"Variant 2","Frame 2147227858","Spacing","height","34"
"Variant 2",".hero-buttons","Spacing","paddingTop","16px"
"Variant 2",".hero-buttons","Spacing","paddingBottom","0px"
"Variant 2",".hero-buttons","Spacing","paddingLeft","0px"
"Variant 2",".hero-buttons","Spacing","paddingRight","0px"
"Variant 2",".hero-buttons","Spacing","gap","16px"
"Variant 2",".hero-buttons","Spacing","borderRadius","0px"
"Variant 2",".hero-buttons","Spacing","width","344"
"Variant 2",".hero-buttons","Spacing","height","180"
"Variant 2","mobile/button","Spacing","paddingTop","12px"
"Variant 2","mobile/button","Spacing","paddingBottom","12px"
"Variant 2","mobile/button","Spacing","paddingLeft","8px"
"Variant 2","mobile/button","Spacing","paddingRight","8px"
"Variant 2","mobile/button","Spacing","gap","8px"
"Variant 2","mobile/button","Spacing","borderRadius","8px"
"Variant 2","mobile/button","Spacing","width","343"
"Variant 2","mobile/button","Spacing","height","49"
"Variant 2","mobile-main-label","Spacing","paddingTop","4px"
"Variant 2","mobile-main-label","Spacing","paddingBottom","0px"
"Variant 2","mobile-main-label","Spacing","paddingLeft","0px"
"Variant 2","mobile-main-label","Spacing","paddingRight","0px"
"Variant 2","mobile-main-label","Spacing","gap","6px"
"Variant 2","mobile-main-label","Spacing","borderRadius","4px"
"Variant 2","mobile-main-label","Spacing","width","177"
"Variant 2","mobile-main-label","Spacing","height","18"
"Variant 2","desktop/button","Spacing","paddingTop","12px"
"Variant 2","desktop/button","Spacing","paddingBottom","12px"
"Variant 2","desktop/button","Spacing","paddingLeft","12px"
"Variant 2","desktop/button","Spacing","paddingRight","12px"
"Variant 2","desktop/button","Spacing","gap","8px"
"Variant 2","desktop/button","Spacing","borderRadius","8px"
"Variant 2","desktop/button","Spacing","width","192"
"Variant 2","desktop/button","Spacing","height","48"
"Variant 2","Frame 2147225117","Spacing","paddingTop","0px"
"Variant 2","Frame 2147225117","Spacing","paddingBottom","0px"
"Variant 2","Frame 2147225117","Spacing","paddingLeft","16px"
"Variant 2","Frame 2147225117","Spacing","paddingRight","16px"
"Variant 2","Frame 2147225117","Spacing","gap","112px"
"Variant 2","Frame 2147225117","Spacing","borderRadius","0px"
"Variant 2","Frame 2147225117","Spacing","width","375"
"Variant 2","Frame 2147225117","Spacing","height","56"
"Variant 2","Nations/Desktop-Regular","Spacing","paddingTop","32px"
"Variant 2","Nations/Desktop-Regular","Spacing","paddingBottom","32px"
"Variant 2","Nations/Desktop-Regular","Spacing","paddingLeft","16px"
"Variant 2","Nations/Desktop-Regular","Spacing","paddingRight","16px"
"Variant 2","Nations/Desktop-Regular","Spacing","gap","24px"
"Variant 2","Nations/Desktop-Regular","Spacing","borderRadius","0px"
"Variant 2","Nations/Desktop-Regular","Spacing","width","375"
"Variant 2","Nations/Desktop-Regular","Spacing","height","579"
"Variant 2","metadata","Spacing","paddingTop","16px"
"Variant 2","metadata","Spacing","paddingBottom","16px"
"Variant 2","metadata","Spacing","paddingLeft","16px"
"Variant 2","metadata","Spacing","paddingRight","16px"
"Variant 2","metadata","Spacing","gap","0px"
"Variant 2","metadata","Spacing","borderRadius","0px"
"Variant 2","metadata","Spacing","width","272.441162109375"
"Variant 2","metadata","Spacing","height","154"
"Variant 2","desktop/label","Spacing","paddingTop","0px"
"Variant 2","desktop/label","Spacing","paddingBottom","0px"
"Variant 2","desktop/label","Spacing","paddingLeft","6px"
"Variant 2","desktop/label","Spacing","paddingRight","6px"
"Variant 2","desktop/label","Spacing","gap","4px"
"Variant 2","desktop/label","Spacing","borderRadius","4px"
"Variant 2","desktop/label","Spacing","width","56"
